,workerid,rt,statements,weight,pronoun,question,profession,expectedPronoun,correctResponse,response,slide_number_in_experiment,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid.1,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
751,22,17248,"[u'The swimmer attended a press conference before the latest competition.', u' said that there was every reason to expect a gold medal.']",5.83,He,Was the swimmer at a press conference?,swimmer,neutral,Yes,"[5966, 519, 7351, 3863, u'Yes']",28,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
754,22,7904,"[u'The taxi driver took the twenty dollar bill.', u' immediately thought it might be counterfeit.']",2.5,She,Was the taxi driver handed a five dollar bill?,taxi driver,He,No,"[6743, 528, 2007, 1871, u'No']",31,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
750,22,8959,"[u'The undertaker went outside to smoke.', u' finished smoking two cigarettes before returning inside.']",1.97,He,Did the undertaker smoke three cigarettes?,undertaker,He,No,"[9256, 632, 2178, 2232, u'No']",27,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
773,23,11494,"[u'The art historian gets many invitations to speak at college campuses.', u' only accepts a few in the New England area.']",5.33,He,Does the art historian ever speak outside of the New England area?,art historian,neutral,No,"[6417, 1648, 3286, 2052, u'No']",17,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
787,23,11118,"[u'The astrologer got a sweepstakes entry in the mail.', u' decided to fill it out and mail it in.']",5.8,She,Did the astrologer receive a package in the mail?,astrologer,neutral,No,"[5885, 682, 3487, 1757, u'No']",31,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
783,23,12022,"[u'The baby sitter found out about the practical joke.', u' remained calm for several minutes, but then started to yell at everyone.']",9.33,She,Did the baby sitter react poorly to the practical joke?,baby sitter,She,Yes,"[10756, 839, 2526, 2490, u'Yes']",27,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
786,23,12574,"[u'The bank clerk had worked in that town for over thirty years.', u' knew just about everyone who lived there.']",6.57,He,Did the bank clerk know just about everyone in the town?,bank clerk,neutral,Yes,"[8984, 786, 6216, 1578, u'Yes']",30,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
771,23,10710,"[u'The butcher seemed a little distracted.', u' said that there were several family members who were in the hospital.']",1.77,She,Was the butcher happy?,butcher,He,No,"[13093, 1680, 2437, 3416, u'No']",15,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
772,23,10151,"[u'The carpenter walked to the grocery store.', u' didn&quotechart make eye contact with anyone passing by.']",2.47,He,Did the carpenter make eye contact with passersby?,carpenter,He,No,"[6304, 937, 2701, 2355, u'No']",16,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
769,23,9964,"[u'The cheerleader arrived early for the game.', u' was amazed to see how many people were there.']",10.77,He,Did the cheerleader arrive late for the game?,cheerleader,She,No,"[5764, 1940, 2164, 2145, u'No']",13,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
775,23,12287,"[u'The cleaner read the instriuctions on the bottle very carefully.', u' then began to mix the cleaning solution.']",9.17,He,Was the cleaner mixing a cleaning solution?,cleaner,She,Yes,"[9442, 923, 2202, 2538, u'Yes']",19,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
780,23,10403,"[u'The dental assistant made several recommendations.', u' stressed the importance of avoiding sugary snacks.']",9.63,He,Did the dental assistant encourage avoiding sugary snacks?,dental assistant,She,Yes,"[6474, 914, 2075, 3425, u'Yes']",24,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
788,23,10382,"[u'The electrician examined the light fixing.', u' needed a special attachment to fix it.']",2.2,She,Was the electrician mending a stereo?,electrician,He,No,"[6536, 548, 3345, 2080, u'No']",32,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
779,23,9382,"[u'The farmer was worried about the next harvest.', u' was concerned there wouldn&quotechart be enough rain.']",2.27,She,Was the farmer concerned there wouldn&quotechart be enough rain?,farmer,He,Yes,"[5079, 948, 2014, 2491, u'Yes']",23,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
790,23,9610,"[u'The football player spent hours in the whirlpool each day.', u' had injured an ankle, and the whirlpool eased the pain.']",1.57,She,Had the football player injured an ankle?,football player,He,Yes,"[5248, 854, 2531, 1940, u'Yes']",34,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
767,23,14982,"[u'The fortune teller traveled with the carnival.', u' had been born into the carnival life and never wanted to leave it.']",9.47,He,Had the fortune teller joined the circus as a teenager?,fortune teller,She,No,"[6738, 1117, 3456, 3302, u'No']",11,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
763,23,11780,"[u'The housekeeper always showed up late for work.', u' was threatened with termination if this behavior continued.']",9.97,She,Did the housekeeper always show up for work on time?,housekeeper,She,No,"[119429, 1806, 2175, 2260, u'No']",7,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
777,23,12038,"[u'The interior designer inspected the ballroom before the gala.', u' found everything in perfect order.']",6.7,She,Was the interior designer inspecting the garden?,interior designer,neutral,No,"[7619, 846, 3212, 1600, u'Yes']",21,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
764,23,9430,"[u'The interpreter checked the documents carefully for typos.', u' signed them and put them in the outgoing mail.']",6.53,She,Did the interpreter put the documents in the trash?,interpreter,neutral,No,"[7332, 856, 2507, 2167, u'No']",8,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
791,23,16748,"[u'The midwife read the newspaper everyday.', u' tried to keep informed about national and world news.']",10.27,She,Did the midwife read the newspaper only once a week?,midwife,She,No,"[13317, 851, 3152, 2269, u'No']",35,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
792,23,8790,"[u'The nurse examined the medication carefully.', u' then wrote something on the chart and left.']",9.07,She,Was the nurse examining medication?,nurse,She,Yes,"[5630, 626, 2755, 2423, u'Yes']",36,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
784,23,12168,"[u'The paratrooper was very moody and hard to get along with.', u' seemed to be liked by no one in the squad.']",1.24,She,Did anyone in the squad like the paratrooper?,paratrooper,He,No,"[7348, 814, 3866, 2540, u'No']",28,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
781,23,11328,"[u'The pediatrician gave out free gift bags to every appointment.', u' included in each gift bag the child&quotechars favorite candy.']",5.43,She,Did the pediatrician give out free gift bags to only some appointments?,pediatrician,neutral,No,"[7532, 1011, 3454, 2409, u'No']",25,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
765,23,10423,"[u'The pilot announced the time and the weather.', u' indicated that the plane would be landing a little ahead of schedule.']",2.07,He,Was the plane going to arrive late?,pilot,He,No,"[6765, 846, 1431, 3603, u'No']",9,english,1,Male,51,no problems,,Yes,yes,4,Windows,768,1366,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3NVC2EB65R1N8OK2SGV9MDHKZ2BY3R,5,Approved,Thu May 18 17:30:47 PDT 2017,Thu May 18 17:09:03 PDT 2017,Thu May 18 17:25:47 PDT 2017,Thu May 18 17:30:55 PDT 2017,NA,NA,NA,NA,undefined,10.3926833333333,[]
